x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	response	response+gaussian	response+slash
2.987657884421383	0.28023410484747124	-2.9783497623319564	-0.16260117834347376	4.754746548909244	-0.21567838729557565	3.585734077273605	0.44776227235565713	-1.2885648435607546	0.8614042114181721	-2.372301802377999	-18.806363975573007	-3.9463676416948354
3.092725085557843	0.9253810046914888	-2.348335354779154	-2.0885289428815446	-1.3899524471257916	-1.7168004150901126	-0.004261675514301899	0.11592393598245465	1.0409074364469637	-4.144860402270179	-0.22011312969504676	9.332197414867341	6.666373874255703
-4.123949297942406	1.7827526503914832	-4.107829833446553	1.5681826329451942	-0.8864410517338683	1.5174040766729178	0.5144321360768513	4.608170448658251	-1.5504407276990086	-3.2202923895772995	-0.41541900900976403	-0.818957241603882	11.235608255945703
-4.816268173226001	0.05237998028028823	0.23521959710380358	3.3657366764150627	-0.8615159918835786	-0.8232987170181039	3.931715347918356	-4.8554971101052535	-4.258132550149673	-0.9074972189988086	22.271347428013136	25.237106048339193	21.819942338373973
1.236703059587441	-2.0171099438748943	-0.6909681911788876	-0.8719523969721985	-0.5717453928002598	3.2082584099079554	-0.17986829140440896	2.941574856685085	-0.3947283325852897	0.18665761023785699	-4.030283750513259	-14.254571447891944	-3.1498827066775617
0.7343401625722601	4.737938253438781	0.903785258148261	4.635608627534385	-0.5733741624601816	-4.842046145648911	2.481437359726936	-0.8560753909517249	-0.6117718767204359	-2.5806269931436985	1.1509460800337488	14.312551188879738	-0.43081657002347007
-3.912165716385989	-4.96293692706929	-1.7365998335605082	-2.889332577714896	3.3763486649130154	0.20501177617354394	-3.960870218151161	-0.32642454498621554	3.763340036945042	-4.199273345399961	-1.0828671356008421	2.662962587254711	-0.8366858402409383
3.261192067738172	-1.9423772843024532	0.6036541085908285	-4.179337357665901	0.019025490192020378	-0.7103978564712428	-4.273348017911137	-2.5050579412382157	2.6235641072854694	2.7732556280526834	53.77017232810818	42.07747669868425	50.37670776634198
4.964906511110547	-2.856766332722127	-3.6036975252571124	-4.980827199762863	0.20810436979527758	-4.306580562737853	-0.2054963514041379	-4.797817544129051	-3.2724311991247603	0.41365197037781076	4.178386023568736	15.342867544546724	4.798733364646459
-2.7833900918174126	3.453281775794249	-1.9577785598955932	4.5744122082115	-4.736451970597574	-0.8845880263131098	4.4346852852825425	4.735700779314023	-0.024231819086110384	-0.6728458692244903	-0.5729986732137262	-8.811621877660397	-1.3458070823948056
-4.623379578769965	-3.854496208747793	0.6224939530837865	-0.7543133380656091	0.5852817622975879	0.3391979589112539	-1.0112027825291339	3.9801096917510552	-0.7913283713443313	-4.554432694607219	1.5135817902319224	-2.6223776085208956	-0.2439621409400623
1.7877603546199472	-1.1214903511684824	1.7245531245487555	-1.0663726429859866	-2.1808754520216156	-0.8031033520779047	4.538982456094127	4.575460741631975	0.8024592858359823	2.3754246934263135	-1.148741121388312	-3.8513102413507316	-0.39901136760309364
2.9829059367757704	0.25378870199907944	3.432038799411959	-3.842943851851881	4.430761805413169	0.9090194147912705	-1.8677565909629923	3.6061089746255632	-0.39708633005378324	1.3990234791277292	4.532378927726315	-11.972130150577938	-0.33878582692596293
-4.763554185000495	1.718884014806898	-3.2358657941303726	-2.664090526621956	-0.13101036431760615	3.7658407234556037	0.4932522963874302	-1.932414871959378	4.678995078172287	-3.235452616468082	-7.945537276345949	-11.866232024899883	-8.653044588926095
3.974460244260335	4.887903601345661	-3.2436170456515057	4.554907647359103	1.3486740037556224	-0.712286850733939	3.5546355120517266	3.832922012740159	4.563729203571047	0.6001426160669521	1.1089078234350032	5.496625381808144	0.6858933683892171
