x1	x2	x3	x4	x5	x6	response	response+gaussian	response+slash
0.9016426655639718	-4.982827780166521	2.6815584935354337	-2.485741698034263	2.4416011848471886	-0.8360168807640065	-10.456826913239537	176.59375692933415	-12.342935666095052
-0.8200824948772993	-4.761916755886313	-1.9565748116744541	0.088439913079287	-1.7088357036739943	3.9919486076125406	1.7904465358465371	167.74240717843116	-8.85483849147963
-1.398939196474661	-2.6268011476818334	-1.068900414375482	4.717333257770006	-3.607137906389327	-1.3771508708459868	-41.16536200282055	-63.12418171205394	-42.33152911068094
-1.2395687189288838	4.293540430779043	-2.020996095240154	0.4415811597484929	4.044642497651429	1.4624796206374775	4.476720431826871	-35.984845890899756	-22.074812757824915
-1.8798658336089757	1.021161933683798	0.9838628742743865	0.311783624259494	-3.3378433375473215	-2.541580036664034	-1.4603475628731752	106.74631314474821	-6.062824168180319
1.1851684550805865	3.3270679202857387	-2.822271847199167	4.720269881457089	-2.1733149384554307	-1.8957925739456796	-19.344746933935543	-11.504418857804618	-15.109139255875672
-0.4367375411149519	-3.964368166390625	4.502328688990037	-2.044903762174738	-1.2390636141835554	-3.5825620522145583	-18.301068961303905	-85.81931439595462	26.959324611212004
-4.26203714601543	-3.1545759388627506	-1.6916030749209554	2.0042323188561184	-3.2657854352195415	3.370586232044147	9.653091911580207	16.71943822378396	22.992094518082922
0.5145669789619269	-2.0402881097121783	0.018133561861902514	-3.1940787927308136	4.718156495685708	-3.2201216516406683	-10611.009748190938	-10713.41162617908	-10602.053746866823
-1.6246569811885294	0.6600486556889331	1.306186094512137	-2.9687034734916073	-3.3137266750495895	-4.384844784575344	13.416738121813005	-31.123612562708864	11.290601463746311
1.9530305296032129	-0.21971059403731097	0.10453114344104453	4.255659236395209	-4.113800177174012	-3.72827711915643	-70.24484985335555	97.15532867520612	-53.61494002946468
2.39240593560531	4.566759545846896	-2.10672948795113	-4.2226381302136	-3.832031471878289	-2.1730476016352274	31.860066062868707	188.46064715220132	39.92038953981229
-3.744910941851576	-3.042387494247799	-3.679829968567654	-0.7763200622316235	-2.1764305559733064	-0.4332138172007589	0.16159696695505918	-182.29154649365643	5.234111166972951
-1.087194759819873	-3.7111496780829336	3.058110495449334	-4.119146720059863	0.5251528740492972	1.0810489111676684	-2.610275208677507	117.3616339986929	-19.014946328655945
-4.007137225754175	2.837984155796544	-2.8334375116881896	-3.066163767378023	2.82777631407403	-3.444001807757272	7.463901209337966	-66.44218144620686	9.886607568394604
-2.3457922406239664	-0.4553894029411998	-1.880435648039378	0.6271745028671027	3.6576822877956374	-4.803914829689266	1.1376916528178447	-34.20833916427893	-106.81294491244877
-0.6055764878948446	-1.6102979155512411	-2.5089363515195497	-4.017487556508241	-0.5874514677297267	-2.7636194418623807	6.912773935595421	68.74529607975462	5.533095791493495
-0.8274725827091274	3.055367164642309	0.28518851194867967	-0.05499593800675484	-3.7264566061358018	4.108271291987377	-10.90093032630294	3.1689497404048907	1.8052303853356353
-4.821807119075773	4.001194159836325	3.6441435903787838	0.588531373656286	1.431695542352247	4.933274494570336	-0.9465419890781218	169.39261064459615	-193.88707080268864
-4.772301967371554	3.4527294030097746	3.583793131711948	3.7901058506683167	-3.13190389971294	3.676387676611494	8.809936192042144	54.65740066386653	19.475060101351964
-3.993225359114011	2.0666327509718023	-2.7358253610092973	-4.817186337853312	2.6476610436871546	-0.38178499198482374	0.9211403350891496	-74.01345238187427	-3.261793584683498
4.040696064708774	3.3737943520472147	-4.2894800572376095	2.403652578545607	3.282127815296107	2.02490631853765	-3.109495193207294	-131.6172071927054	-9.902922253516099
-3.973778792852362	-2.741866743298891	3.81492577243926	4.950767065767527	-4.673998358666239	0.3211661144574336	-1.3441487431532004	140.83947518676592	0.11750310788102847
2.0259870240820437	-3.449354371879031	4.668415880998875	4.230891276065265	-0.9306241999489355	-2.8875781024950475	-4.146403510920631	-228.85167927110987	-1.8244214039848492
3.8649431057077415	-3.255021850762594	-0.05960650887607333	4.582962592571111	3.9077339849283312	0.059664812774066434	15.097557885170529	246.29083508551733	17.277338829772926
3.0855086902425697	4.405562043028496	-1.8763226396167134	-4.227695315467031	-0.03138223556604025	2.980171942980002	-0.3008817937353734	41.93962414667438	-0.604514608507075
-1.9378280865916206	-4.8308709574622295	-3.6714391084950506	-1.6802760248097002	-3.0303070032627777	-1.6812520729092095	5.812647060954305	-217.23772703516937	3.8941559324743427
0.7397721806813546	3.5559263158686782	-2.8875564384465946	-1.6867443234452728	1.5273923118192547	-4.9095064797601236	-21.05532606021612	207.20488121380853	-71.34396024739732
-2.82091456510265	-1.0773812938494318	0.0901289514767516	-2.607152774271364	2.5287490924941896	4.914365904655302	-137.29505291598858	-105.10728770193975	-128.70097183714842
-2.7513987790014696	0.7129042801388579	4.145221296152247	4.3394215110117145	-0.6361421025280514	-3.6923550145710173	-0.6371172881900684	41.87079266390619	-19.22181656189057
