12150883.576703	-1.000000	
545002255782025.937500	-1.000000	
328241139866.513611	-1.000000	
26761404010200.832031	-1.000000	
1700233260.007380	-1.000000	
1742972.545099	-1.000000	
1255298.276148	-1.000000	
19396490502641.421875	-1.000000	
61158902637356.960938	-1.000000	
1728547147.545431	-1.000000	
47172528784326.953125	-1.000000	
28381948.421732	-1.000000	
19709927324782.660156	-1.000000	
19910150662063.539062	-1.000000	
467159896065149.500000	-1.000000	
19494639078989.250000	-1.000000	
20322657502768.316406	-1.000000	
5885593155442.795898	-1.000000	
19669537339920.289062	-1.000000	
30336101979054.960938	-1.000000	
43936064068668.585938	-1.000000	
3119278424.276309	-1.000000	
2712551765996557.000000	-1.000000	
12916197067731.937500	-1.000000	
1339881837.143862	-1.000000	
1321598568366.151367	-1.000000	
3287405589507.583984	-1.000000	
230203389622.677155	-1.000000	
31445966.547017	-1.000000	
19628037579626.937500	-1.000000	
223546132543.763275	-1.000000	
56051321.271264	-1.000000	
7771377360.223339	-1.000000	
131986355608.351944	-1.000000	
119643708.563695	-1.000000	
50135534597175.226562	-1.000000	
1504910810792714.500000	-1.000000	
8280948290.828780	-1.000000	
32467950326454.343750	-1.000000	
492478857.502722	-1.000000	
43134482967285520.000000	-1.000000	
679763764301593.375000	-1.000000	
20375060627420.671875	-1.000000	
307717184.066910	-1.000000	
20593495175964.632812	-1.000000	
inf	-1.000000	
19980610618213.390625	-1.000000	
4397588.014524	-1.000000	
329245845375516.375000	-1.000000	
247514668918746.062500	-1.000000	
45779769253453.648438	-1.000000	
58764220252.298447	-1.000000	
20183320902898.320312	-1.000000	
1766115.470689	-1.000000	
731988433.413787	-1.000000	
281203389.272426	-1.000000	
8201636138.894345	-1.000000	
16347148447851.589844	-1.000000	
8623133963.873238	-1.000000	
19625259799667.046875	-1.000000	
646661590.238285	-1.000000	
20519264542684.937500	-1.000000	
106307008106.220337	-1.000000	
1690085001110.228760	-1.000000	
20533962779147.628906	-1.000000	
667969.522011	-1.000000	
35522236040255.281250	-1.000000	
27796270741.094967	-1.000000	
46591212249.441292	-1.000000	
26687131163011.761719	-1.000000	
5408951.250890	-1.000000	
138871078594.399414	-1.000000	
513797107641303255641590362426030746025620144128.000000	-1.000000	
1125085.827447	-1.000000	
52512672820864.468750	-1.000000	
11926851539443.839844	-1.000000	
5304987856725001.000000	-1.000000	
62563379463.906609	-1.000000	
21035867186717.406250	-1.000000	
78248243.833877	-1.000000	
1045081770.046325	-1.000000	
342774054970196.437500	-1.000000	
18252791492683.910156	-1.000000	
8474494090083.442383	-1.000000	
35732104816.827942	-1.000000	
21080679608999.976562	-1.000000	
6040582670694.657227	-1.000000	
840416307.709955	-1.000000	
3721326359557.639160	-1.000000	
20862576488931.941406	-1.000000	
102107706.709760	-1.000000	
15357620354841.744141	-1.000000	
489190020321723.750000	-1.000000	
3305345150082964.500000	-1.000000	
353864906933777.875000	-1.000000	
57656230679707.640625	-1.000000	
713954763025311.250000	-1.000000	
19627696799205.875000	-1.000000	
62495361697521.125000	-1.000000	
928704504739800.375000	-1.000000	
